TITULO;;CPB_ROE;;PAIS_OBRA;;QTD_DIAS_EXIBICAO;;QTD_PUBLICO;;NOTA;;VOTOS;;QTD_DIRETOR_M;;QTD_DIRETOR_F;;DIRETOR_GENERO;;QTD_ROTERISTA_MQTD_ROTERISTA_FROTERISTA_GENERO
DE CANÇÃO EM CANÇÃO;;E1700295700000;;ESTADOS UNIDOS;;51;;21780;;5,6;;22502;;1;;0;;M;;10M
DE CARONA PARA O AMOR;;E1800300300000;;OUTROS;;65;;7206;;6,5;;5177;;1;;0;;M;;10M
DE GRAVATA E UNHA VERMELHA;;B1402209700000;;BRASIL;;47;;3548;;7,2;;61;;0;;1;;F;;01F
DE MENOR;;B1402172000000;;BRASIL;;102;;7968;;6,5;;153;;1;;0;;M;;11M
DE ONDE EU TE VEJO;;B1600192300000;;BRASIL;;49;;32740;;6,9;;307;;0;;1;;F;;31M
DE PERNAS PRO AR 3;;B1900104200000;;BRASIL;;111;;3587914;;5,4;;554;;0;;1;;F;;32M
DE PERTO ELA NÃO É NORMAL;;B2000006000000;;BRASIL;;7;;488;;5,3;;61;;0;;1;;F;;11M
DE QUEM É O SUTIÃ?;;E2000026500000;;OUTROS;;27;;3514;;6,6;;1126;;0;;1;;F;;11M
DE REPENTE DRAG;;B2200202000000;;BRASIL;;30;;1108;;6,3;;15;;1;;0;;M;;10M
DE REPENTE PAI;;E1600133600000;;ESTADOS UNIDOS;;49;;140088;;6,3;;82722;;1;;0;;M;;20M
DE REPENTE UMA FAMÍLIA;;E1800436500000;;ESTADOS UNIDOS;;51;;328308;;7,3;;119128;;1;;0;;M;;20M
DE VOLTA;;E1800027900000;;OUTROS;;48;;1244;;6,1;;329;;1;;0;;M;;10M
DE VOLTA À BORGONHA;;E1700611600000;;OUTROS;;42;;1832;;6,8;;5466;;1;;0;;M;;30M
DE VOLTA À CÓRSEGA;;E2300459100000;;OUTROS;;23;;308;;6,2;;235;;0;;1;;F;;12F
DE VOLTA À ITÁLIA;;E2100227600000;;OUTROS;;29;;4469;;6;;10820;;1;;0;;M;;10M
DE VOLTA AO JOGO;;E1402425800000;;OUTROS;;44;;314263;;7,4;;736935;;1;;1;;M;;10M
DE VOLTA PARA CASA;;E2100195500000;;OUTROS;;46;;834;;6,1;;119;;1;;0;;M;;00M
DE VOLTA PARA CASA (2017);;E1700370700000;;ESTADOS UNIDOS;;35;;47176;;5,8;;35022;;0;;1;;F;;01F
DE VOLTA PARA O FUTURO;;E1402513800000;;ESTADOS UNIDOS;;57;;8472;;8,5;;1302579;;1;;0;;M;;20M
DEADPOOL;;E1600045700000;;OUTROS;;87;;6040100;;8;;1122036;;1;;0;;M;;20M
DEADPOOL 2;;E1800015400000;;ESTADOS UNIDOS;;71;;4595784;;7,6;;642859;;0;;1;;F;;50M
DEBI & LÓIDE 2;;E1500090200000;;ESTADOS UNIDOS;;112;;3056128;;5,6;;144871;;2;;0;;M;;60M
DECISÃO DE RISCO;;E1600068800000;;OUTROS;;16;;23968;;7,3;;91291;;1;;0;;M;;01F
DEDO NA FERIDA;;B1700580400000;;BRASIL;;53;;4720;;7,5;;37;;0;;1;;F;;02F
DEIXA NA RÉGUA;;B1700030400000;;BRASIL;;31;;400;;7,5;;12;;1;;0;;M;;11M
DEIXA ROLAR;;E1402806300000;;ESTADOS UNIDOS;;30;;55625;;5,9;;30032;;1;;0;;M;;20M
DEIXADOS PARA TRÁS: O INÍCIO DO FIM;;E2300033000000;;OUTROS;;50;;161035;;4,4;;2011;;1;;0;;M;;30M
DEIXE A LUZ ACESA;;E1600190900000;;ESTADOS UNIDOS;;21;;279;;6,4;;6133;;1;;0;;M;;20M
DEIXE-ME VIVER;;B1600599600000;;BRASIL;;70;;51156;;6,7;;34;;0;;4;;F;;00M
DEMOCRACIA EM PRETO E BRANCO;;B1402183000000;;BRASIL;;36;;1274;;7,9;;110;;1;;0;;M;;10M
DEMON;;E1500822900000;;OUTROS;;26;;2709;;6,1;;6098;;0;;1;;F;;11M
DEMÔNIO DE NEON;;E1600488000000;;OUTROS;;41;;2564;;6,1;;103672;;0;;1;;F;;12F
DENTE POR DENTE;;B2000440700000;;BRASIL;;33;;6593;;6,4;;89;;18;;0;;M;;180M
DENTRO DA MINHA PELE;;B2000325100000;;BRASIL;;3;;6;;6,9;;12;;1;;1;;M;;21M
DEPOIS A LOUCA SOU EU;;B2000078000000;;BRASIL;;56;;13115;;6,5;;739;;0;;1;;F;;21M
DEPOIS DA CHUVA;;B1402082600000;;BRASIL;;144;;16247;;6,5;;138;;18;;0;;M;;90M
DEPOIS DA TEMPESTADE;;E1600654500000;;OUTROS;;34;;616;;7,4;;12700;;0;;1;;F;;01F
DEPOIS DA TEMPESTADE;;E1600654500000;;OUTROS;;48;;14082;;7,4;;12700;;0;;1;;F;;01F
DEPOIS DAQUELA MONTANHA;;E1700317500000;;ESTADOS UNIDOS;;56;;437373;;6,4;;80731;;1;;0;;M;;30M
DEPOIS DE SER CINZA;;B1900379100000;;BRASIL;;27;;882;;7,3;;16;;1;;0;;M;;10M
DEPOIS DE TUDO;;B1500344400000;;BRASIL;;35;;21925;;6,4;;75;;9;;0;;M;;270M
DEPOIS DO CASAMENTO;;E1900297600000;;ESTADOS UNIDOS;;12;;36710;;6,3;;8581;;1;;0;;M;;12F
DERRAPADA;;B2300201100000;;BRASIL;;34;;454;;7,6;;32;;1;;0;;M;;21M
DESAFIO DE UM CAMPEÃO;;E1900383600000;;OUTROS;;34;;1965;;6,5;;1987;;1;;0;;M;;12F
DESAPARECIDOS;;E2200201000000;;OUTROS;;7;;112;;5,2;;482;;1;;0;;M;;30M
DESAPEGA;;B2200504100000;;BRASIL;;35;;153289;;5,2;;172;;0;;1;;F;;42M
DESASSOSSEGO;;B1101459300000;;BRASIL;;1;;1;;4,3;;7;;0;;9;;F;;00M
DESCULPE O TRANSTORNO;;B1600454400000;;BRASIL;;46;;151131;;4,7;;160;;0;;1;;F;;22M
DESEJO DE MATAR;;E1700439100000;;ESTADOS UNIDOS;;49;;132403;;6,3;;76334;;1;;0;;M;;30M
DESERTO;;B1600287300000;;BRASIL;;33;;1357;;6,7;;60;;9;;0;;M;;99M
DESERTO PARTICULAR;;B2100408300000;;BRASIL;;113;;9141;;7;;1805;;0;;1;;F;;11M
DESIERTO;;E1700493700000;;OUTROS;;39;;4992;;6,1;;10739;;1;;0;;M;;20M
DES-IGUALDADE;;B2200396900000;;BRASIL;;3;;909;;0;;0;;1;;0;;M;;01F
DESLEMBRO;;B1800411600000;;BRASIL;;97;;16500;;7,2;;405;;0;;1;;F;;01F
DESOBEDIÊNCIA;;E1800192700000;;ESTADOS UNIDOS;;75;;70944;;6,6;;35916;;1;;0;;M;;21M
DESPEDIDA EM GRANDE ESTILO;;E1700024800000;;ESTADOS UNIDOS;;63;;131270;;6,6;;91387;;1;;0;;M;;20M
DESTERRO;;B1900545200000;;BRASIL;;31;;804;;5,3;;136;;0;;9;;F;;09F
DESTINO DAS SOMBRAS;;B1900298300000;;BRASIL;;11;;115;;0;;0;;1;;0;;M;;10M
DESTINOS OPOSTOS;;B2300258900000;;BRASIL;;10;;336;;0;;0;;1;;0;;M;;40M
DESTRUIÇÃO FINAL: O ÚLTIMO REFÚGIO;;E2000418100000;;ESTADOS UNIDOS;;53;;377812;;6,4;;133525;;1;;0;;M;;10M
DESVIO;;B2000230900000;;BRASIL;;14;;109;;5,8;;21;;16;;0;;M;;160M
DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO;;B1800561400000;;BRASIL;;104;;1326606;;5,8;;174;;0;;1;;F;;12F
DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;;B2100018500000;;BRASIL;;116;;429999;;6,9;;136;;0;;1;;F;;01F
DETONA RALPH;;E1500701000000;;ESTADOS UNIDOS;;39;;3249;;7,7;;457218;;1;;0;;M;;31M
DETROIT EM REBELIÃO;;E1700439300000;;ESTADOS UNIDOS;;33;;11835;;7,3;;55871;;0;;1;;F;;10M
DEUS DA CARNIFICINA;;E1500425200000;;OUTROS;;8;;230;;7,1;;132814;;1;;0;;M;;12F
DEUS É MULHER E SEU NOME É PETÚNIA;;E1900577000000;;OUTROS;;47;;4584;;6,8;;2536;;0;;1;;F;;02F
DEUS NÃO ESTÁ MORTO;;E1600112700000;;ESTADOS UNIDOS;;12;;66708;;4,6;;44872;;1;;0;;M;;12F
DEUS NÃO ESTÁ MORTO: O PRÓXIMO CAPÍTULO;;E2100436900000;;ESTADOS UNIDOS;;40;;89035;;4,2;;1625;;1;;0;;M;;12F
DEUS TEM AIDS;;B2200073000000;;BRASIL;;25;;331;;6,9;;51;;2;;0;;M;;30M
DEUSES DO EGITO;;E1600008900000;;ESTADOS UNIDOS;;68;;1246758;;5,4;;125473;;1;;0;;M;;20M
DHEEPAN O REFÚGIO;;E1500752900000;;OUTROS;;52;;12607;;7,2;;16783;;1;;0;;M;;21M
DIAMANTINO;;B1800445100000;;BRASIL;;82;;3830;;6,3;;3179;;2;;0;;M;;20M
DIANA;;E1600563000000;;OUTROS;;21;;232;;5,6;;20898;;0;;1;;F;;11M
DIANTE DOS MEUS OLHOS;;B1700490400000;;BRASIL;;20;;157;;0;;0;;1;;0;;M;;10M
DIÁRIO DE UM BANANA: CAINDO NA ESTRADA;;E1700177200000;;ESTADOS UNIDOS;;34;;76960;;4,3;;10853;;1;;0;;M;;20M
DIAS PERFEITOS;;E2300581500000;;OUTROS;;15;;14844;;7,9;;28840;;1;;0;;M;;20M
DIAS VAZIOS;;B1700596400000;;BRASIL;;32;;1456;;6,7;;86;;0;;1;;F;;11M
DIGA O QUE QUISER! EU VOU SER FELIZ A BEÇA!;;B2300099600000;;BRASIL;;48;;268;;0;;0;;0;;0;;M;;00M
DIGIMON ADVENTURE 02: THE BEGINNING;;E2300467700000;;OUTROS;;25;;30084;;6,3;;331;;1;;0;;M;;11M
DILMA SEQUESTRADA;;B1301966300000;;BRASIL;;1;;2500;;0;;0;;1;;0;;M;;10M
DINHEIRO DE SANGUE;;E1600159700000;;ESTADOS UNIDOS;;16;;52;;0;;0;;0;;1;;F;;00M
DINHEIRO FÁCIL;;E2300316300000;;ESTADOS UNIDOS;;23;;24575;;6,9;;39292;;1;;0;;M;;21M
DIPLOMACIA;;E1500902900000;;OUTROS;;150;;27201;;7,1;;5851;;0;;1;;F;;11M
DISCO BOY;;E2300248200000;;OUTROS;;44;;2118;;6,5;;1164;;1;;0;;M;;10M
DISFORIA;;B1900090000000;;BRASIL;;8;;375;;0;;0;;0;;0;;M;;00M
DISSONANTES;;B2200184200000;;BRASIL;;22;;159;;6,1;;37;;1;;0;;M;;32M
DIVÃ A 2;;B1500335800000;;OUTROS;;67;;164668;;5,1;;120;;1;;0;;M;;20M
DIVERGENTE;;E1402640000000;;ESTADOS UNIDOS;;98;;1214902;;6,6;;487730;;1;;0;;M;;12F
DIVERTIDA MENTE;;E1500351400000;;ESTADOS UNIDOS;;363;;3619775;;8,1;;782361;;2;;0;;M;;62M
DÍVIDA DE HONRA;;E1500100200000;;ESTADOS UNIDOS;;119;;17077;;6,6;;35618;;1;;0;;M;;31M
DIVINAS DIVAS;;B1600653900000;;BRASIL;;130;;33851;;7,8;;393;;0;;1;;F;;22M
DIVINO AMOR;;B1900232700000;;BRASIL;;99;;35781;;6,2;;2222;;1;;0;;M;;41M
DIZ A ELA QUE ME VIU CHORAR;;B1900357900000;;BRASIL;;29;;1985;;6,6;;165;;1;;0;;M;;00M
DJANGO LIVRE;;E1600170700000;;ESTADOS UNIDOS;;10;;110;;8,5;;1688536;;1;;0;;M;;10M
DNA;;E2000480200000;;OUTROS;;34;;2131;;5,9;;1354;;0;;1;;F;;11M
DO JEITO QUE ELAS QUEREM;;E1800210800000;;ESTADOS UNIDOS;;103;;164072;;6,1;;32357;;1;;0;;M;;11M
DO JEITO QUE ELAS QUEREM - O PRÓXIMO CAPÍTULO;;E2300058200000;;ESTADOS UNIDOS;;75;;36236;;5,6;;6784;;1;;0;;M;;11M
DO LADO DE FORA;;B1402150700000;;BRASIL;;68;;9966;;5,3;;280;;4;;0;;M;;40M
DO OUTRO LADO DO ATLÂNTICO;;B1600052200000;;BRASIL;;35;;283;;6,9;;11;;1;;1;;M;;11M
DO QUE VEM ANTES;;E1402740500000;;OUTROS;;12;;231;;7,6;;840;;1;;0;;M;;10M
DOCE AMIANTO;;B1301927900000;;BRASIL;;21;;209;;5,9;;116;;2;;0;;M;;20M
DOENTES DE AMOR;;E1700408300000;;ESTADOS UNIDOS;;28;;10414;;7,5;;143345;;1;;0;;M;;11M
DOG - A AVENTURA DE UMA VIDA;;E2200109400000;;ESTADOS UNIDOS;;17;;30100;;6,5;;46161;;1;;1;;M;;11M
DOG - A AVENTURA DE UMA VIDA;;E2200109400000;;ESTADOS UNIDOS;;17;;30100;;7,1;;8;;1;;0;;M;;10M
DOG - A AVENTURA DE UMA VIDA;;E2200109400000;;ESTADOS UNIDOS;;17;;30100;;0;;0;;0;;1;;F;;11M
DOGMAN;;E1900046100000;;OUTROS;;58;;5278;;7,2;;29652;;1;;0;;M;;70M
DOGMAN;;E1900046100000;;OUTROS;;1;;36;;7,2;;29652;;1;;0;;M;;70M
DOIDAS E SANTAS;;B1500812200000;;OUTROS;;31;;29925;;4,5;;68;;0;;1;;F;;13F
DOIS AMIGOS;;E1500836300000;;OUTROS;;62;;9275;;5,9;;2145;;1;;0;;M;;20M
DOIS CARAS LEGAIS;;E1600174000000;;ESTADOS UNIDOS;;14;;112247;;7,4;;371441;;1;;0;;M;;20M
DOIS CASAMENTOS;;B1402480100000;;BRASIL;;62;;377;;6,8;;9;;0;;1;;F;;00M
DOIS DIAS, UMA NOITE;;E1402314400000;;OUTROS;;77;;55475;;7,3;;50473;;2;;0;;M;;20M
DOIS EM UM;;E1600598500000;;OUTROS;;5;;103;;5,7;;1101;;2;;0;;M;;20M
DOIS HOMENS CONTRA UMA CIDADE;;E1500700500000;;OUTROS;;18;;458;;5,7;;2276;;1;;0;;M;;32M
DOIS MAIS DOIS;;B2000070300000;;BRASIL;;33;;14442;;5,9;;63;;1;;0;;M;;11M
DOLITTLE;;E1900437900000;;ESTADOS UNIDOS;;115;;860814;;5,6;;71118;;1;;0;;M;;41M
DOMÉSTICA;;B1201686600000;;BRASIL;;8;;47;;7,2;;281;;1;;0;;M;;10M
DOMINAÇÃO;;E1600749600000;;ESTADOS UNIDOS;;35;;142059;;5,3;;14129;;1;;0;;M;;10M
DOMINGUINHOS;;B1402161500000;;BRASIL;;114;;10280;;7,6;;86;;2;;1;;M;;10M
DOONBY;;E1600309600000;;ESTADOS UNIDOS;;27;;1492;;5,1;;538;;1;;0;;M;;10M
DOR E GLÓRIA;;E1900161900000;;OUTROS;;147;;220527;;7,5;;62953;;1;;0;;M;;10M
DORA E A CIDADE PERDIDA;;E1900339600000;;OUTROS;;51;;594112;;6,1;;34557;;1;;0;;M;;42M
DORA E A CIDADE PERDIDA;;E1900339600000;;OUTROS;;31;;731;;6,1;;34557;;1;;0;;M;;42M
DORA E GABRIEL;;B2000468500000;;BRASIL;;18;;87;;6,8;;10;;1;;0;;M;;10M
DOS 3 AOS 3;;B2300061600000;;BRASIL;;78;;3547;;0;;0;;1;;0;;M;;00M
DOUTOR ESTRANHO;;E1600482800000;;ESTADOS UNIDOS;;69;;4790506;;7,5;;802453;;1;;0;;M;;50M
DOUTOR ESTRANHO NO MULTIVERSO DA LOUCURA;;E2200135700000;;ESTADOS UNIDOS;;109;;8489568;;6,9;;475714;;1;;0;;M;;30M
DOUTOR GAMA;;B2100299900000;;BRASIL;;77;;5546;;7,2;;272;;1;;0;;M;;10M
DOUTOR SONO;;E1900463600000;;ESTADOS UNIDOS;;81;;303232;;7,3;;217713;;1;;0;;M;;20M
DOVLATOV;;E1800223800000;;OUTROS;;31;;2122;;6,4;;2221;;1;;0;;M;;11M
DOWNTON ABBEY II: UMA NOVA ERA;;E2200025600000;;ESTADOS UNIDOS;;45;;18662;;7,4;;30692;;1;;0;;M;;10M
DRÁCULA - A ÚLTIMA VIAGEM DO DEMETER;;E2300181800000;;ESTADOS UNIDOS;;30;;86021;;6,1;;47408;;1;;0;;M;;12F
DRÁCULA DE BRAM STOKER;;E1500595000000;;ESTADOS UNIDOS;;4;;2682;;7,4;;237727;;1;;0;;M;;02F
DRÁCULA: A HISTÓRIA NUNCA CONTADA;;E1402379600000;;ESTADOS UNIDOS;;95;;2710137;;6,2;;207219;;1;;0;;M;;21M
DRAGON BALL SUPER: SUPER HERO;;E2200253600000;;OUTROS;;64;;337587;;7,1;;14692;;1;;0;;M;;01F
DRIVE;;E1500424100000;;ESTADOS UNIDOS;;2;;194;;7,8;;702580;;0;;1;;F;;20M
DROMEDÁRIO NO ASFALTO;;B1500422800000;;BRASIL;;77;;2309;;6,8;;31;;1;;0;;M;;10M
DRUK - MAIS UMA RODADA;;E2100078400000;;OUTROS;;157;;6520;;7,7;;193916;;1;;0;;M;;20M
DUAS BRUXAS - A HERANÇA DIABÓLICA;;E2300036700000;;ESTADOS UNIDOS;;14;;10503;;5,1;;3523;;1;;0;;M;;21M
DUAS COROAS, A HISTÓRIA DE SÃO MAXIMILIANO KOLBE;;E1900267600000;;OUTROS;;14;;1201;;6,4;;83;;1;;0;;M;;01F
DUAS COROAS, A HISTÓRIA DE SÃO MAXIMILIANO KOLBE;;E1900267600000;;OUTROS;;3;;2103;;6,4;;83;;1;;0;;M;;01F
DUAS DE MIM;;B1700395900000;;BRASIL;;88;;292659;;4,4;;138;;0;;1;;F;;12F
DUAS IRMÃS, UMA PAIXÃO;;E1402625400000;;OUTROS;;25;;6688;;6,2;;1595;;1;;0;;M;;10M
DUAS RAINHAS;;E1800537700000;;OUTROS;;81;;81608;;6,3;;55150;;0;;1;;F;;20M
DUDA E OS GNOMOS;;E1700517500000;;ESTADOS UNIDOS;;101;;188036;;5,6;;4031;;0;;1;;F;;32M
DUMBO;;E1900056900000;;ESTADOS UNIDOS;;124;;1849671;;6,3;;82314;;1;;0;;M;;12F
DUNA: PARTE DOIS;;E2300354600000;;ESTADOS UNIDOS;;1;;73186;;8,8;;300774;;1;;0;;M;;21M
DUNGEONS & DRAGONS: HONRA ENTRE REBELDES;;E2300042500000;;OUTROS;;65;;1101533;;7,2;;222677;;2;;0;;M;;40M
DUNKIRK;;E1700303100000;;ESTADOS UNIDOS;;220;;796646;;7,8;;737445;;1;;0;;M;;10M
DURVAL DISCOS;;B0200001000000;;BRASIL;;35;;2076;;7;;1263;;0;;1;;F;;01F
É APENAS O FIM DO MUNDO;;E1600692700000;;OUTROS;;25;;1050;;6,8;;25161;;1;;0;;M;;20M
É APENAS O FIM DO MUNDO;;E1600692700000;;OUTROS;;36;;7545;;6,8;;25161;;1;;0;;M;;20M
É FADA!;;B1600532800000;;BRASIL;;72;;1723350;;2,2;;2786;;0;;1;;F;;32M
É O AMOR;;E1500818800000;;OUTROS;;21;;559;;5,2;;92;;0;;1;;F;;01F
É O FIM;;E1500839500000;;ESTADOS UNIDOS;;2;;3;;6,6;;434083;;2;;0;;M;;30M
E.T. O EXTRATERRESTRE;;E1402648300000;;ESTADOS UNIDOS;;122;;21426;;7,9;;436467;;1;;0;;M;;01F
EAMI;;E2300331600000;;OUTROS;;29;;247;;6,1;;160;;0;;1;;F;;01F
EDEN;;E1402717000000;;OUTROS;;48;;2291;;4,7;;3229;;0;;1;;F;;11M
EDEN;;E1402717000000;;OUTROS;;48;;2291;;6,4;;5293;;0;;1;;F;;11M
EDIFÍCIO GAGARINE;;E2000480100000;;OUTROS;;39;;1582;;6,8;;2644;;1;;1;;M;;21M
EDUARDO COUTINHO, 7 DE OUTUBRO;;B1402117400000;;BRASIL;;14;;587;;7,6;;23;;1;;0;;M;;10M
EDUARDO E MÔNICA;;B2000096200000;;BRASIL;;129;;406064;;7,3;;1508;;0;;1;;F;;33M
EDUCAÇÃO SENTIMENTAL;;B1301968400000;;BRASIL;;11;;310;;5,8;;183;;1;;0;;M;;11M
EIKE, TUDO OU NADA;;B2200250300000;;BRASIL;;48;;18297;;6,1;;457;;1;;1;;M;;31M
EL AMPARO;;E1700467900000;;OUTROS;;42;;884;;7,2;;258;;1;;0;;M;;01F
EL ARDOR;;B1402130700000;;BRASIL;;14;;234;;5,2;;905;;1;;0;;M;;10M
EL EMPLEADO Y EL PATRÓN;;B2100271900000;;OUTROS;;23;;732;;6,5;;201;;1;;0;;M;;10M
EL ESTUDIANTE;;E1500401800000;;OUTROS;;118;;10134;;6,9;;1218;;1;;0;;M;;11M
EL MATE;;B1600579200000;;BRASIL;;6;;235;;6,5;;21;;1;;0;;M;;20M
ELA;;E1600129200000;;ESTADOS UNIDOS;;125;;170309;;8;;667560;;1;;0;;M;;10M
ELA DISSE;;E2200319800000;;ESTADOS UNIDOS;;39;;12465;;7,3;;39303;;0;;1;;F;;13F
ELA DISSE, ELE DISSE;;B1900442300000;;BRASIL;;85;;245004;;4,8;;224;;1;;0;;M;;02F
ELA E EU;;B2000081700000;;BRASIL;;47;;2260;;7,3;;51;;0;;4;;F;;816F
ELA VOLTA NA QUINTA;;B1402633700000;;BRASIL;;50;;1672;;6,9;;89;;0;;1;;F;;01F
ELAS POR ELAS;;E2300333500000;;ESTADOS UNIDOS;;10;;1001;;3,7;;804;;2;;6;;F;;67F
ELEFANTE BRANCO;;E1500575300000;;OUTROS;;7;;88;;6,5;;5419;;0;;1;;F;;31M
ELEMENTOS;;E2300193100000;;ESTADOS UNIDOS;;184;;4205409;;7;;124123;;1;;0;;M;;13F
ELES SÓ USAM BLACK TIE;;E1700085600000;;OUTROS;;23;;716;;6,5;;139;;1;;0;;M;;10M
ELES VOLTAM;;B1302036500000;;BRASIL;;86;;5609;;6,3;;219;;1;;0;;M;;10M
ELIS;;B1600680100000;;BRASIL;;112;;562929;;6,7;;1957;;1;;0;;M;;21M
ELIS & TOM, SÓ TINHA DE SER COM VOCÊ;;B2300205100000;;BRASIL;;132;;83705;;7,9;;326;;2;;0;;M;;20M
ELLA E JOHN;;E1700487400000;;OUTROS;;119;;35652;;6,7;;9671;;1;;0;;M;;41M
ELLE;;E1600499500000;;OUTROS;;51;;40069;;7,1;;71038;;1;;0;;M;;20M
ELLE;;E1600499500000;;OUTROS;;86;;15529;;7,1;;71038;;1;;0;;M;;20M
ELON NÃO ACREDITA NA MORTE;;B1600765100000;;BRASIL;;52;;2221;;5,2;;255;;1;;0;;M;;31M
ELSA & FRED - UM AMOR DE PAIXÃO;;E1500623300000;;ESTADOS UNIDOS;;63;;27023;;6,5;;3724;;1;;0;;M;;23F
ELVIS;;E2200126000000;;ESTADOS UNIDOS;;91;;1109978;;7,3;;232760;;0;;1;;F;;22M
ELVIS, O REI DO ROCK E O PRESIDENTE;;E1600328500000;;ESTADOS UNIDOS;;34;;6514;;6,4;;15014;;1;;0;;M;;21M
ELYSIUM;;E1500835900000;;ESTADOS UNIDOS;;1;;69;;6,6;;470357;;1;;0;;M;;10M
EM 97 ERA ASSIM;;B1700316900000;;BRASIL;;51;;1238;;7,3;;69;;0;;1;;F;;10M
EM BUSCA DE FELLINI;;E1700499800000;;ESTADOS UNIDOS;;106;;6731;;6,2;;2840;;1;;0;;M;;02F
EM BUSCA DE IARA;;B1301938500000;;BRASIL;;85;;7170;;8;;68;;1;;0;;M;;01F
EM BUSCA DE UM LUGAR COMUM;;B1201696800000;;BRASIL;;13;;80;;6,9;;13;;1;;0;;M;;00M
EM BUSCA DE VINGANÇA;;E1700265100000;;ESTADOS UNIDOS;;24;;8740;;0;;0;;1;;0;;M;;00M
EM BUSCA DE VINGANÇA;;E1700265100000;;ESTADOS UNIDOS;;24;;8740;;5,7;;26781;;1;;0;;M;;10M
EM DEFESA DE CRISTO;;E1700181200000;;ESTADOS UNIDOS;;50;;115358;;6,3;;10250;;0;;1;;F;;20M
EM GUERRA COM O VOVÔ;;E2000513500000;;ESTADOS UNIDOS;;12;;104458;;5,6;;24819;;1;;0;;M;;21M
EM GUERRA POR AMOR;;E1800176700000;;OUTROS;;71;;3593;;6,9;;2347;;1;;0;;M;;30M
EM NOME DA AMÉRICA;;B1700546500000;;BRASIL;;30;;1188;;8,4;;17;;1;;0;;M;;10M
EM NOME DA LEI;;B1600107600000;;BRASIL;;70;;228797;;6,1;;232;;0;;4;;F;;84M
EM NOME DE DEUS;;E1600420400000;;OUTROS;;7;;55;;6,1;;846;;1;;0;;M;;31M
EM RITMO DE FUGA;;E1500757900000;;ESTADOS UNIDOS;;67;;583186;;7,5;;606608;;1;;0;;M;;10M
EM TRÂNSITO;;E1900046900000;;OUTROS;;17;;774;;6,9;;11804;;1;;0;;M;;11M
EM TRÊS ATOS;;B1500818400000;;BRASIL;;41;;2096;;6,4;;41;;0;;1;;F;;01F
EM UM BAIRRO DE NOVA YORK;;E2100079700000;;ESTADOS UNIDOS;;43;;10539;;7,3;;51972;;1;;0;;M;;11M
EM UM PATIO DE PARIS;;E1402836800000;;OUTROS;;118;;23438;;6,3;;1448;;1;;0;;M;;30M
EMA;;E2100264500000;;OUTROS;;62;;2358;;6,7;;9231;;1;;0;;M;;30M
EMILY;;E2200337900000;;ESTADOS UNIDOS;;45;;16292;;6,8;;8047;;0;;1;;F;;01F
EMMA E AS CORES DA VIDA;;E1800576300000;;OUTROS;;7;;3951;;6,3;;840;;0;;1;;F;;12F
EMMA E AS CORES DA VIDA;;E1800576300000;;OUTROS;;55;;8845;;6,3;;840;;0;;1;;F;;12F
EMOJI - O FILME;;E1700366300000;;ESTADOS UNIDOS;;106;;1649236;;3,4;;70862;;1;;0;;M;;40M
ENCANTADO;;E1800452800000;;OUTROS;;33;;238771;;5,6;;3947;;1;;0;;M;;10M
ENCANTADO;;E1800452800000;;OUTROS;;14;;884;;5,6;;3947;;1;;0;;M;;10M
ENCANTADOS;;B1402707600000;;BRASIL;;70;;6213;;6,9;;54;;0;;1;;F;;10M
ENCANTO;;E2100480200000;;ESTADOS UNIDOS;;209;;1372764;;7,2;;260576;;4;;8;;F;;1212M
ENCARCERADOS;;B2000008400000;;BRASIL;;19;;2797;;6,8;;9;;2;;1;;M;;10M
ENCONTRO DE CASAIS;;E1600468800000;;ESTADOS UNIDOS;;1;;52;;5,5;;114694;;1;;0;;M;;30M
ENCONTROS;;E1900410800000;;OUTROS;;68;;25580;;6,6;;5124;;1;;0;;M;;20M
ENCONTROS;;E1900410800000;;OUTROS;;11;;123;;6,6;;5124;;1;;0;;M;;20M
ENNIO, O MAESTRO;;E2200303300000;;OUTROS;;11;;4490;;8,2;;5445;;1;;0;;M;;10M
ENQUANTO ESTAMOS AQUI;;B1900175200000;;BRASIL;;43;;509;;6,8;;24;;0;;2;;F;;02F
ENQUANTO ESTIVERMOS JUNTOS;;E2000004700000;;ESTADOS UNIDOS;;77;;80484;;6,5;;13553;;2;;0;;M;;21M
ENQUANTO SOMOS JOVENS;;E1500306200000;;ESTADOS UNIDOS;;113;;71860;;6,3;;53466;;1;;0;;M;;21M
ENQUANTO VIVO;;E2200080000000;;OUTROS;;15;;1415;;6,7;;887;;0;;1;;F;;02F
ENROLADOS;;E1600065600000;;ESTADOS UNIDOS;;17;;4121;;7,7;;492547;;1;;1;;M;;12F
ENTOURAGE - FAMA E AMIZADE;;E1500366800000;;ESTADOS UNIDOS;;18;;5103;;6,5;;82836;;1;;0;;M;;11M
ENTRANDO NUMA ROUBADA;;B1500558500000;;BRASIL;;29;;130975;;4,8;;104;;1;;0;;M;;20M
ENTRE ABELHAS;;B1500183700000;;BRASIL;;35;;439489;;6,7;;2168;;1;;0;;M;;20M
ENTRE FACAS E SEGREDOS;;E1900395500000;;ESTADOS UNIDOS;;106;;543658;;7,9;;771222;;0;;1;;F;;01F
